Cat Chaser	/wiki/Cat_Chaser	1989	Abel Ferrara	Peter Weller, Kelly McGillis, Charles Durning	Drama	based on novel by Elmore Leonard	USA
Cat Fishin'	/wiki/Cat_Fishin%27	1947	NULL	NULL	Animated	NULL	USA
Cat Napping	/wiki/Cat_Napping	1951	Hanna-Barbera	Tom and Jerry	Animation	NULL	USA
Cat People	/wiki/Cat_People_(1942_film)	1942	Jacques Tourneur	Simone Simon, Kent Smith, Jane Randolph	Horror	RKO	USA
Cat People	/wiki/Cat_People_(1982_film)	1982	Paul Schrader	Nastassja Kinski, Malcolm McDowell, Annette O'Toole, John Heard	Horror	remake of 1942 film	USA
Cat on a Hot Tin Roof	/wiki/Cat_on_a_Hot_Tin_Roof_(film)	1958	Richard Brooks	Elizabeth Taylor, Paul Newman, Burl Ives, Judith Anderson, Madeleine Sherwood, Jack Carson	Drama	based on Tennessee Williams play; nominated for 6 Oscars	USA
Cat's Eye	/wiki/Cat%27s_Eye_(1985_film)	1985	Lewis Teague	Drew Barrymore, James Woods, Robert Hays, Alan King	Horror, Comedy	based on Stephen King stories	USA
Cat-Tails for Two	/wiki/Cat-Tails_for_Two	1953	Robert McKimson	Looney Tunes	Animation	NULL	USA
Cat-Women of the Moon	/wiki/Cat-Women_of_the_Moon	1953	Arthur Hilton	Sonny Tufts, Victor Jory	scifi	Astor Pictures	USA
Catacombs	/wiki/Catacombs_(1965_film)	1965	Gordon Hessler	Gary Merrill, Georgina Cookson	Horror	NULL	UK
Catacombs	/wiki/Catacombs_(2007_film)	2007	Tomm Coker	Shannyn Sossamon, Pink	Horror	Lions Gate Entertainment	USA
Catalina Caper	/wiki/Catalina_Caper	1967	Lee Sholem	Robert Donner, Lyle Waggoner	Comedy	NULL	USA
Catch As Catch Can	/wiki/Catch_as_Catch_Can_(1937_film)	1937	Roy Kellino	James Mason, Viki Dobson	Crime	NULL	UK
Catch Me Daddy	/wiki/Catch_Me_Daddy	2014	Daniel Wolfe	Sameena Jabeen Ahmed, Gary Lewis, Conor McCarron	Thriller	NULL	UK
Catch Me If You Can	/wiki/Catch_Me_If_You_Can	2002	Steven Spielberg	Leonardo DiCaprio, Tom Hanks, Christopher Walken, Amy Adams, Martin Sheen, Nathalie Baye, James Brolin	Comedy, Drama	based on a book by Frank Abagnale	USA
Catch That Kid	/wiki/Catch_That_Kid	2004	Bart Freundlich	Kristen Stewart, Corbin Bleu, Max Thieriot	Crime, family	based on Klatretøsen	USA
Catch Us If You Can	/wiki/Catch_Us_If_You_Can_(film)	1965	John Boorman	Dave Clark, Julian Holloway	Drama/Comedy	Boorman's first film as director	UK
Catch a Fire	/wiki/Catch_a_Fire_(film)	2006	Phillip Noyce	Tim Robbins, Derek Luke	Drama	NULL	USA
Catch-22	/wiki/Catch-22_(film)	1970	Mike Nichols	Alan Arkin, Jon Voight, Bob Newhart, Orson Welles, Buck Henry, Martin Sheen, Bob Balaban, Richard Benjamin, Art Garfunkel, Charles Grodin, Paula Prentiss	War, Comedy	From Joseph Heller novel	USA
Catchfire	/wiki/Catchfire	1990	\"Alan Smithee\"	Dennis Hopper, Jodie Foster	Drama	released as Backtrack	USA
Catherine the Great	/wiki/Catherine_the_Great_(1995_film)	1995	Marvin J. Chomsky, John Goldsmith	Catherine Zeta-Jones, Jeanne Moreau	Biography	Story of Catherine II	USA
Catherine the Great	/wiki/The_Rise_of_Catherine_the_Great	1934	Paul Czinner	Elisabeth Bergner, Douglas Fairbanks, Jr.	Historical drama	NULL	UK
Catlow	/wiki/Catlow	1971	Sam Wanamaker	Yul Brynner, Richard Crenna, Leonard Nimoy	Western	from Louis L'Amour novel	USA
Cats & Dogs	/wiki/Cats_%26_Dogs	2001	Lawrence Guterman	Jeff Goldblum, Elizabeth Perkins, Tobey Maguire, Sean Hayes, Alec Baldwin, Alexander Pollock	Comedy	NULL	USA
Cats & Dogs: The Revenge of Kitty Galore	/wiki/Cats_%26_Dogs:_The_Revenge_of_Kitty_Galore	2010	Brad Peyton	Christina Applegate, Michael Clarke Duncan, Neil Patrick Harris, Sean Hayes, James Marsden, Bette Midler, Nick Nolte, Joe Pantoliano, Katt Williams, Chris O' Donnell, Jack McBrayer, Fred Armisen, Paul Rodriguez, Alec Baldwin, Roger Moore	Family, Live-action/animated film	Warner Bros. Pictures, Village Roadshow Pictures Preceded by Cats & Dogs (2000)	USA
Cats Don't Dance	/wiki/Cats_Don%27t_Dance	1997	NULL	NULL	NULL	Animated film	USA
Cattle Annie and Little Britches	/wiki/Cattle_Annie_and_Little_Britches	1981	Lamont Johnson	Burt Lancaster, Amanda Plummer, Diane Lane	Drama	Universal	USA
Cattle Drive	/wiki/Cattle_Drive	1951	Kurt Neumann	Joel McCrea, Dean Stockwell	Western	Universal	USA
Cattle Queen of Montana	/wiki/Cattle_Queen_of_Montana	1954	Allan Dwan	Barbara Stanwyck, Ronald Reagan	Western	RKO	USA
Cattle Town	/wiki/Cattle_Town	1952	Noel M. Smith	Dennis Morgan, Rita Moreno	Western	NULL	USA
Catty Cornered	/wiki/Catty_Cornered	1953	NULL	NULL	Animation	NULL	USA
Catwoman	/wiki/Catwoman_(film)	2004	Pitof	Halle Berry, Benjamin Bratt, Sharon Stone, Lambert Wilson, Frances Conroy, Alex Borstein	Superhero	winner of 4 Razzie Awards including Worst Picture	USA
Caught	/wiki/Caught_(1949_film)	1949	Max Ophüls	James Mason, Barbara Bel Geddes	Drama	MGM	USA
Caught Up	/wiki/Caught_Up_(film)	1998	Darin Scott	Bokeem Woodbine, Cynda Williams, Snoop Dogg	Crime drama	NULL	USA
Caught in the Draft	/wiki/Caught_in_the_Draft	1941	David Butler	Bob Hope, Dorothy Lamour	Comedy	Paramount	USA
Cause for Alarm!	/wiki/Cause_for_Alarm!	1951	Tay Garnett	Loretta Young, Bruce Cowling	Film noir	MGM	USA
Cavalcade	/wiki/Cavalcade_(1933_film)	1933	Frank Lloyd	Clive Brook, Diana Wynyard, Beryl Mercer	Drama, War	NULL	USA
Caveman	/wiki/Caveman_(film)	1981	Carl Gottlieb	Ringo Starr, Dennis Quaid, Shelley Long	Comedy	United Artists	USA
Cease Fire!	/wiki/Cease_Fire!	1953	Owen Crump	NULL	War	Paramount	USA
Cecil B. Demented	/wiki/Cecil_B._Demented	2000	John Waters	Melanie Griffith, Stephen Dorff, Alicia Witt, Adrian Grenier, Maggie Gyllenhaal	Comedy	Artisan Entertainment	USA
Cedar Rapids	/wiki/Cedar_Rapids_(film)	2011	Miguel Arteta	Ed Helms, John C. Reilly, Anne Heche, Isiah Whitlock, Jr., Kurtwood Smith, Stephen Root, Mike O'Malley and Sigourney Weaver, Alia Shawkat, Rob Corddry, Thomas Lennon, Welker White, Steve Blackwood	Comedy	Fox Searchlight Pictures	USA
Ceiling Zero	/wiki/Ceiling_Zero	1936	Howard Hawks	James Cagney, Pat O'Brien, Barton MacLane	Drama, Adventure	NULL	USA
Celebration Family	/wiki/Celebration_Family	1987	Robert Day	Stephanie Zimbalist, James Read, Ed Begley, Jr.	Drama	made for TV	USA
Celebrity	/wiki/Celebrity_(film)	1998	Woody Allen	Kenneth Branagh, Judy Davis, Bebe Neuwirth, Charlize Theron, Leonardo DiCaprio	Comedy	Miramax	USA
Celeste and Jesse Forever	/wiki/Celeste_and_Jesse_Forever	2012	Lee Toland Krieger	Rashida Jones, Andy Samberg, Chris Messina, Ari Graynor, Eric Christian Olsen, Will McCormack, with Elijah Wood and Emma Roberts, Rich Sommer, Rafi Gavron, Matthew Del Negro	Romantic comedy	Sony Pictures Classics	USA
Cellar Dweller	/wiki/Cellar_Dweller	1988	John Carl Buechler	Debrah Farentino	Horror	NULL	USA
Cellular	/wiki/Cellular_(film)	2004	David R. Ellis	Kim Basinger, Chris Evans, Jason Statham, William H. Macy	Crime, thriller	NULL	USA
Celsius 41.11	/wiki/Celsius_41.11	2004	Kevin Knoblock	Rebuttal of Fahrenheit 9/11	Documentary	NULL	USA
Celtic Pride	/wiki/Celtic_Pride	1996	Tom DeCerchio	Damon Wayans, Daniel Stern, Dan Aykroyd	Comedy	NULL	USA
Cemetery Junction	/wiki/Cemetery_Junction_(film)	2010	Ricky Gervais & Stephen Merchant	Christian Cooke, Felicity Jones, Tom Hughes	Comedy	14 April	UK
Centennial Summer	/wiki/Centennial_Summer	1946	Otto Preminger	Jeanne Crain, Cornel Wilde, Linda Darnell, Walter Brennan	Musical	Fox	USA
Center Stage	/wiki/Center_Stage_(2000_film)	2000	Nicholas Hytner	Amanda Schull, Peter Gallagher, Ethan Stiefel	Musical	Columbia Pictures	USA
Central Airport	/wiki/Central_Airport_(film)	1933	William A. Wellman	Richard Barthelmess, James Murray, Sally Eilers	Drama	NULL	USA
Central Park	/wiki/Central_Park_(film)	1932	John G. Adolfi	Joan Blondell, Wallace Ford, Guy Kibbee	Drama, Crime	First National	USA
Centurion	/wiki/Centurion_(film)	2010	Neil Marshall	Michael Fassbender, Dominic West, Olga Kurylenko, Riz Ahmed, Noel Clarke, Imogen Poots	Drama	23 April	UK
Century	/wiki/Century_(1993_film)	1993	Stephen Poliakoff	Clive Owen, Charles Dance	Drama	NULL	UK
Certain Fury	/wiki/Certain_Fury	1985	Stephen Gyllenhaal	Tatum O'Neal, Irene Cara, Peter Fonda	Action	NULL	USA
Chad Hanna	/wiki/Chad_Hanna	1940	Henry King	Henry Fonda, Dorothy Lamour, Linda Darnell	Romantic drama	NULL	USA
Chain Reaction	/wiki/Chain_Reaction_(film)	1996	Andrew Davis	Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward, Brian Cox	scifi	NULL	USA
Chain of Desire	/wiki/Chain_of_Desire	1992	Temístocles López	Malcolm McDowell, Linda Fiorentino, Elias Koteas	Romance	NULL	USA
Chained for Life	/wiki/Chained_for_Life	1951	Harry L. Fraser	Hilton Twins	Exploitation	NULL	USA
Chairman of the Board	/wiki/Chairman_of_the_Board_(film)	1998	Alex Zamm	Carrot Top, Courtney Thorne-Smith	Comedy	NULL	USA
Chalet Girl	/wiki/Chalet_Girl	2011	Phil Traill	Felicity Jones, Ed Westwick, Tamsin Egerton, Ken Duken, Sophia Bush, Bill Bailey, Brooke Shields, Bill Nighy	Romance Comedy	IFC Films	UK
Chalk	/wiki/Chalk_(film)	2006	Mike Akel	Chris Mass	Mockumentary	NULL	USA
Chamber of Horrors	/wiki/Chamber_of_Horrors_(1966_film)	1966	Hy Averback	Patrick O'Neal, Wilfrid Hyde-White	Horror	Warner Bros.	USA
Chameleon Street	/wiki/Chameleon_Street	1989	Wendell B. Harris, Jr.	Wendell B. Harris, Jr.	Drama	NULL	USA
Champagne Charlie	/wiki/Champagne_Charlie_(1944_film)	1944	Alberto Cavalcanti	Tommy Trinder, Stanley Holloway	Musical	NULL	UK
Champagne Waltz	/wiki/Champagne_Waltz	1937	A. Edward Sutherland	Fred MacMurray, Jack Oakie, Vivienne Osborne	Comedy	NULL	USA
Champagne for Caesar	/wiki/Champagne_for_Caesar	1950	Richard Whorf	Ronald Colman, Celeste Holm, Art Linkletter, Vincent Price, Barbara Britton	Comedy	United Artists	USA
Champion	/wiki/Champion_(1949_film)	1949	Mark Robson	Kirk Douglas, Arthur Kennedy, Marilyn Maxwell	Drama	United Artists; 6 Oscar nominations	USA
Champions	/wiki/Champions_(1983_film)	1983	John Irvin	NULL	NULL	Entered into the 34th Berlin International Film Festival	UK
Chan Is Missing	/wiki/Chan_Is_Missing	1982	Wayne Wang	Wood Moy, Marc Hayashi	Drama	NULL	USA
Chance	/wiki/Chance_(film)	2002	Amber Benson	Amber Benson, James Marsters, Christine Estabrook, Andy Hallett	Comedy	NULL	USA
Chance at Heaven	/wiki/Chance_at_Heaven	1933	William A. Seiter	Ginger Rogers, Joel McCrea, Marian Nixon	Drama	NULL	USA
Chance of a Lifetime	/wiki/Chance_of_a_Lifetime_(1950_film)	1950	Bernard Miles	Basil Radford, Niall MacGinnis, Bernard Miles	Drama	NULL	UK
Chances Are	/wiki/Chances_Are_(film)	1989	Emile Ardolino	Cybill Shepherd, Robert Downey, Jr., Ryan O'Neal, Mary Stuart Masterson	Romantic comedy	TriStar	USA
Chandni Chowk to China	/wiki/Chandni_Chowk_to_China	2009	Nikhil Advani	Akshay Kumar, Deepika Padukone, Mithun Chakraborty	Action	Warner Bros. Pictures	USA
Chanel Solitaire	/wiki/Chanel_Solitaire	1981	George Kaczender	Marie-France Pisier, Timothy Dalton, Rutger Hauer	Biopic	NULL	UK
Change of Habit	/wiki/Change_of_Habit	1969	William A. Graham	Elvis Presley, Mary Tyler Moore	Drama	Presley's last acting role	USA
Change of Heart	/wiki/Change_of_Heart_(1934_film)	1934	John G. Blystone	Janet Gaynor, James Dunn, Ginger Rogers	Drama, Romance	NULL	USA
Change of Mind	/wiki/Change_of_Mind	1969	Robert Stevens	Raymond St. Jacques, Susan Oliver	scifi	music by Duke Ellington	USA
Changeling	/wiki/Changeling_(film)	2008	Clint Eastwood	Angelina Jolie	Drama	Universal Pictures	USA
Changes	/wiki/Changes_(1969_film)	1969	Hall Bartlett	Michele Carey, Jack Albertson	Drama	NULL	USA
Changing Lanes	/wiki/Changing_Lanes	2002	Roger Michell	Ben Affleck, Samuel L. Jackson, Toni Collette	Thriller	NULL	USA
Changing the Game	/wiki/Changing_the_Game_(film)	2012	Rel Dowdell	Tony Todd, Sean Riggs, Irma P. Hall, Sticky Fingaz, Brandon Ruckdashel, Dennis L.A. White	Drama	Lions Gate Entertainment	USA
Channel Crossing	/wiki/Channel_Crossing	1933	Milton Rosmer	Matheson Lang, Constance Cummings	Crime	NULL	UK
Channel Incident	/wiki/Channel_Incident	1940	Anthony Asquith	Peggy Ashcroft, Gordon Harker	Short/Drama	NULL	UK
Chaplin	/wiki/Chaplin_(film)	1992	Richard Attenborough	Robert Downey, Jr., Dan Aykroyd, Geraldine Chaplin	Biopic	NULL	UK
Chaplin	/wiki/Chaplin_(film)	1992	Richard Attenborough	Robert Downey, Jr., Dan Aykroyd, Kevin Kline, Anthony Hopkins	Biography	Charlie Chaplin bio; BAFTA for Downey	USA
Chappaqua	/wiki/Chappaqua_(film)	1966	Conrad Rooks	Jean-Louis Barrault, William S. Burroughs	Drama	NULL	USA
Chappie	/wiki/Chappie_(film)	2015	Neill Blomkamp	Sharlto Copley Dev Patel Watkin Tudor Jones Yolandi Visser	scifi	Columbia Pictures Based on the short film Tetra Vaal	USA
Chapter 27	/wiki/Chapter_27	2007	Jarrett Schaefer	Jared Leto	Docudrama	Peace Arch Entertainment	USA
Chapter Two	/wiki/Chapter_Two_(film)	1979	Robert Moore	James Caan, Marsha Mason, Joseph Bologna, Valerie Harper	Comedy, Drama	based on Neil Simon play	USA
Charade	/wiki/Charade_(1963_film)	1963	Stanley Donen	Audrey Hepburn, Cary Grant, Walter Matthau, James Coburn, Ned Glass, George Kennedy	Suspense	Universal	USA
Charing Cross Road	/wiki/Charing_Cross_Road_(film)	1935	Albert de Courville	John Mills, June Clyde	Drama	NULL	UK
Chariots of Fire	/wiki/Chariots_of_Fire	1981	Hugh Hudson	Ben Cross, Ian Charleson, Nigel Havers	Biopic	Winner of 4 Academy Awards including Best Picture	UK
Chariots of Fur	/wiki/Chariots_of_Fur	1994	Chuck Jones	NULL	NULL	Animated, direct-to-TV	USA
Charley Moon	/wiki/Charley_Moon	1956	Guy Hamilton	Max Bygraves, Dennis Price	Musical	NULL	UK
Charley One-Eye	/wiki/Charley_One-Eye	1973	Don Chaffey	Richard Roundtree, Nigel Davenport	Western	Co-production with US	UK
Charley Varrick	/wiki/Charley_Varrick	1973	Don Siegel	Walter Matthau, Joe Don Baker, Felicia Farr, Andrew Robinson, John Vernon, Jacqueline Scott, Sheree North	Crime drama	based on a novel by John H. Reese	USA
Charley and the Angel	/wiki/Charley_and_the_Angel	1973	Vincent McEveety	Fred MacMurray, Cloris Leachman, Kurt Russell	Family	Disney	USA
Charley's (Big-Hearted) Aunt	/wiki/Charley%27s_(Big-Hearted)_Aunt	1940	Walter Forde	Arthur Askey, Richard Murdoch	Comedy	Based on the farce Charley's Aunt.	UK
Charlie Bubbles	/wiki/Charlie_Bubbles	1967	Albert Finney	Albert Finney, Billie Whitelaw	Drama	NULL	UK
Charlie Chan Carries On	/wiki/Charlie_Chan_Carries_On_(film)	1931	Hamilton MacFadden	Warner Oland, John Garrick	Mystery	Fox	USA
Charlie Chan and the Curse of the Dragon Queen	/wiki/Charlie_Chan_and_the_Curse_of_the_Dragon_Queen	1981	Clive Donner	Peter Ustinov, Angie Dickinson	Mystery	NULL	USA
Charlie Chan at Monte Carlo	/wiki/Charlie_Chan_at_Monte_Carlo	1937	Eugene Forde	Warner Oland, Keye Luke, Virginia Field	Comedy, Mystery	Fox	USA
Charlie Chan at Treasure Island	/wiki/Charlie_Chan_at_Treasure_Island	1939	Norman Foster	Sidney Toler, Victor Sen Yung, Cesar Romero	Crime	20th Century Fox	USA
Charlie Chan at the Olympics	/wiki/Charlie_Chan_at_the_Olympics	1937	H. Bruce Humberstone	Warner Oland, Katherine DeMille	Mystery	Fox	USA
Charlie Chan at the Opera	/wiki/Charlie_Chan_at_the_Opera	1936	H. Bruce Humberstone	Warner Oland, Keye Luke, Boris Karloff	Comedy, Mystery	Fox	USA
Charlie Chan at the Wax Museum	/wiki/Charlie_Chan_at_the_Wax_Museum	1940	Lynn Shores	Sidney Toler, Victor Sen Yung, C. Henry Gordon	Mystery	6th (out of 22) with Toler as Charlie Chan	USA
Charlie Chan in City in Darkness	/wiki/Charlie_Chan_in_City_in_Darkness	1939	Herbert I. Leeds	Sidney Toler, Lynn Bari	Crime	20th Century Fox	USA
Charlie Chan in Egypt	/wiki/Charlie_Chan_in_Egypt	1935	Louis King	Warner Oland, Rita Hayworth, Pat Paterson	Mystery, Comedy	NULL	USA
Charlie Chan in Honolulu	/wiki/Charlie_Chan_in_Honolulu	1938	H. Bruce Humberstone	Sidney Toler, Phyllis Brooks	Mystery	Fox	USA
Charlie Chan in London	/wiki/Charlie_Chan_in_London	1934	Eugene Forde	Warner Oland, Mona Barrie, Ray Milland	Mystery	NULL	USA
Charlie Chan in Panama	/wiki/Charlie_Chan_in_Panama	1940	Norman Foster	Sidney Toler, Jean Rogers, Lionel Atwill	Mystery	7th (out of 22) with Toler as Charlie Chan	USA
Charlie Chan in Reno	/wiki/Charlie_Chan_in_Reno	1939	Norman Foster	Sidney Toler, Ricardo Cortez, Phyllis Brooks, Slim Summerville	Crime	20th Century Fox	USA
Charlie Chan in Rio	/wiki/Charlie_Chan_in_Rio	1941	Harry Lachman	Sidney Toler, Victor Sen Yung, Kay Linaker	Mystery	20th Century Fox	USA
Charlie Chan in The Chinese Cat	/wiki/Charlie_Chan_in_The_Chinese_Cat	1944	Phil Rosen	Sidney Toler, Joan Woodbury, Mantan Moreland	Crime comedy	Monogram	USA
Charlie Chan in the Secret Service	/wiki/Charlie_Chan_in_the_Secret_Service	1944	Phil Rosen	Sidney Toler, Mantan Moreland, Arthur Loft	Crime comedy	Monogram	USA
Charlie Chan's Chance	/wiki/Charlie_Chan%27s_Chance	1932	John G. Blystone	Warner Oland, Marian Nixon, H. B. Warner	Drama, Mystery	Fox	USA
Charlie Chan's Courage	/wiki/Charlie_Chan%27s_Courage	1934	Eugene Forde	Warner Oland, Drue Leyton, Donald Woods	Mystery	NULL	USA
Charlie Chan's Murder Cruise	/wiki/Charlie_Chan%27s_Murder_Cruise	1940	Eugene Forde	Sidney Toler, Marjorie Weaver, Lionel Atwill	Mystery	5th (out of 22) with Toler as Charlie Chan	USA
Charlie Countryman	/wiki/Charlie_Countryman	2013	Fredrik Bond	Shia LaBeouf, Evan Rachel Wood, Mads Mikkelsen, Rupert Grint, Vincent D'Onofrio, Melissa Leo	Action, Romantic comedy	Millennium Entertainment	USA
Charlie St. Cloud	/wiki/Charlie_St._Cloud_(film)	2010	Burr Steers	Zac Efron, Amanda Crew, Donal Logue, Charlie Tahan, Ray Liotta, Kim Basinger, Chris Massoglia	Romantic fantasy	Universal Pictures Based on The Death and Life of Charlie St. Cloud by Ben Sherwood	USA
Charlie Wilson's War	/wiki/Charlie_Wilson%27s_War	2007	Mike Nichols	Tom Hanks, Julia Roberts, Philip Seymour Hoffman	Biography, Drama	Based on a book by George Crile III	USA
Charlie and the Chocolate Factory	/wiki/Charlie_and_the_Chocolate_Factory_(film)	2005	Tim Burton	Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Christopher Lee, Missi Pyle, James Fox	Fantasy	based on Charlie and the Chocolate Factory by Roald Dahl	USA
Charlie's Angels	/wiki/Charlie%27s_Angels_(film)	2000	McG	Drew Barrymore, Cameron Diaz, Lucy Liu, Bill Murray, Sam Rockwell, Tim Curry, Crispin Glover	Action	Based on TV series of same name	USA
Charlie's Angels: Full Throttle	/wiki/Charlie%27s_Angels:_Full_Throttle	2003	McG	Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Demi Moore	Action comedy	Preceded by Charlie's Angels; 7 Razzie nominations	USA
Charlotte Gray	/wiki/Charlotte_Gray_(film)	2001	Gillian Armstrong	Cate Blanchett, Michael Gambon	Drama	NULL	UK
Charlotte's Web	/wiki/Charlotte%27s_Web_(1973_film)	1973	Charles A. Nichols	Voices of Debbie Reynolds, Paul Lynde	Animated	from E. B. White story	USA
Charlotte's Web	/wiki/Charlotte%27s_Web_(2006_film)	2006	Gary Winick	Dakota Fanning, Dominic Scott Kay, Julia Roberts, Steve Buscemi	Family	based on Charlotte's Web by E. B. White	USA
Charly	/wiki/Charly	1968	Ralph Nelson	Cliff Robertson, Claire Bloom	Drama	Oscar for Robertson	USA
Charter Pilot	/wiki/Charter_Pilot	1940	Eugene Forde	Lloyd Nolan, Lynn Bari, Arleen Whelan	Adventure	NULL	USA
Chase a Crooked Shadow	/wiki/Chase_a_Crooked_Shadow	1958	Michael Anderson	Richard Todd, Anne Baxter	Thriller	NULL	UK
Chasers	/wiki/Chasers	1994	Dennis Hopper	Tom Berenger, William McNamara, Erika Eleniak	Comedy	NULL	USA
Chasing Amy	/wiki/Chasing_Amy	1997	Kevin Smith	Ben Affleck, Joey Lauren Adams, Jason Lee, Jason Mewes	Comedy	Miramax Films	USA
Chasing Danger	/wiki/Chasing_Danger	1939	Ricardo Cortez	Preston Foster, Lynn Bari, Wally Vernon, Henry Wilcoxon	Adventure	20th Century Fox	USA
Chasing Ice	/wiki/Chasing_Ice	2012	Jeff Orlowski	Publicizing the effects of climate change	Documentary	Submarine Deluxe	USA
Chasing Liberty	/wiki/Chasing_Liberty	2004	Andy Cadiff	Mandy Moore, Matthew Goode, Mark Harmon	Comedy	NULL	USA
Chasing Mavericks	/wiki/Chasing_Mavericks	2012	Curtis Hanson and Michael Apted	Gerard Butler, Jonny Weston, Elisabeth Shue, Abigail Spencer, Leven Rambin, Taylor Handley, Scott Eastwood, Greg Long, Peter Mel, Zach Wormhoudt	Biography, Drama	Fox 2000 Pictures, Walden Media	USA
Chasing Papi	/wiki/Chasing_Papi	2003	Linda Mendoza	Roselyn Sánchez, Sofía Vergara, Jaci Velasquez, Eduardo Verástegui	Comedy	NULL	USA
Chasing Trouble	/wiki/Chasing_Trouble	1940	Howard Bretherton	Frankie Darro, Marjorie Reynolds, Mantan Moreland	Comedy, drama	NULL	USA
Chasing Yesterday	/wiki/Chasing_Yesterday_(1935_film)	1935	George Nicholls, Jr.	Anne Shirley, O. P. Heggie, Helen Westley	Drama	NULL	USA
Chasing the Horizon	/wiki/Chasing_the_Horizon	2006	Markus and Mason Canter	the Baja 1000 off-road race	Documentary	NULL	USA
Chastity	/wiki/Chastity_(film)	1969	Alessio de Paola	Cher, Stephen Whittaker	Drama	written by Sonny Bono	USA
Chat Room	/wiki/Chat_Room_(film)	2002	Barry Bowles	Brian Hooks, Christopher Richards	Comedy	NULL	USA
Chato's Land	/wiki/Chato%27s_Land	1972	Michael Winner	Charles Bronson, Jack Palance, James Whitmore, Ralph Waite, Simon Oakland	Western	United Artists	USA
Chatroom	/wiki/Chatroom_(film)	2010	Hideo Nakata	Aaron Johnson, Hannah Murray, Matthew Beard	Thriller	14 May	UK
Chattahoochee	/wiki/Chattahoochee_(film)	1989	Mick Jackson	Gary Oldman, Dennis Hopper, Pamela Reed, Ned Beatty	Drama	Hemdale	USA
Chatterbox	/wiki/Chatterbox_(1936_film)	1936	George Nichols, Jr.	Anne Shirley, Phillips Holmes, Lucille Ball	Comedy, Drama	NULL	USA
Che	/wiki/Che_(2008_film)	2008	Steven Soderbergh	Benicio del Toro, Franka Potente, Catalina Sandino Moreno	Biography, war	IFC Films	USA
Che!	/wiki/Che!	1969	Richard Fleischer	Omar Sharif, Jack Palance, Cesare Danova	Biography	story of Che Guevara	USA
Cheap Thrills	/wiki/Cheap_Thrills	2014	E. L. Katz	Pat Healy Ethan Embry David Koechner Sara Paxton	Comedy	Drafthouse Films	USA
Cheaper by the Dozen	/wiki/Cheaper_by_the_Dozen_(1950_film)	1950	Walter Lang	Clifton Webb, Myrna Loy	Comedy	Based on 1948 novel; sequel in 1952; remade in 2003	USA
Cheaper by the Dozen	/wiki/Cheaper_by_the_Dozen_(2003_film)	2003	Shawn Levy	Steve Martin, Bonnie Hunt, Hilary Duff, Tom Welling, Piper Perabo, Ashton Kutcher	Comedy, Family	Based on Cheaper by the Dozen by Frank Bunker Gilbreth, Jr. and Ernestine Gilbreth Carey	USA
Cheaper by the Dozen 2	/wiki/Cheaper_by_the_Dozen_2	2005	Adam Shankman	Steve Martin, Bonnie Hunt, Hilary Duff, Tom Welling, Piper Perabo, Eugene Levy, Carmen Electra	Comedy	preceded by Cheaper by the Dozen	USA
Checkered Flag	/wiki/Checkered_Flag_(film)	1990	John Glen, Michael Levine	Billy Campbell, Rob Estes	Drama	made for TV	USA
Checking Out	/wiki/Checking_Out_(1989_film)	1989	David Leland	Jeff Daniels, Melanie Mayron	Comedy	Warner Bros.	USA
Checkpoint	/wiki/Checkpoint_(1956_film)	1956	Ralph Thomas	Anthony Steel, Stanley Baker	Drama	NULL	UK
Cheech & Chong's Animated Movie	/wiki/Cheech_%26_Chong%27s_Animated_Movie	2013	Branden Chambers	Cheech Marin, Tommy Chong	Comedy	20th Century Fox	USA
Cheech & Chong's Next Movie	/wiki/Cheech_%26_Chong%27s_Next_Movie	1980	Tommy Chong	Tommy Chong, Cheech Marin	Comedy	sequel to Up in Smoke	USA
Cheer Boys Cheer	/wiki/Cheer_Boys_Cheer	1939	Walter Forde	Edmund Gwenn, Nova Pilbeam, Jimmy O'Dea	Comedy	NULL	UK
Cheer Up	/wiki/Cheer_Up_(film)	1936	Leo Mittler	Stanley Lupino, Sally Gray	Musical	NULL	UK
Cheerful Weather for the Wedding	/wiki/Cheerful_Weather_for_the_Wedding_(film)	2012	Donald Rice	Felicity Jones, Luke Treadaway, Elizabeth McGovern	Comedy Drama	Universal Pictures, Capcom Pictures Based on Cheerful Weather for the Wedding by Julia Strachey	UK
Cheers for Miss Bishop	/wiki/Cheers_for_Miss_Bishop	1941	Tay Garnett	Martha Scott, William Gargan	Drama	Based on the novel Miss Bishop	USA
Cheese Chasers	/wiki/Cheese_Chasers	1951	Chuck Jones	Looney Tunes	Animation	NULL	USA
Cheetah	/wiki/Cheetah_(1989_film)	1989	Jeff Blyth	Keith Coogan, Lucy Deakins	Family	NULL	USA
Chef	/wiki/Chef_(film)	2014	Jon Favreau	Jon Favreau, Sofía Vergara, Emjay Anthony, John Leguizamo, Oliver Platt, Bobby Cannavale, Dustin Hoffman, Scarlett Johansson, Robert Downey, Jr.	Comedy-drama Comedy	Lions Gate Entertainment	UK
Chelsea Girls	/wiki/Chelsea_Girls	1966	Andy Warhol, Paul Morrissey	Nico, Gerard Melanga, Ondine	Drama	NULL	USA
